,resale_price,floor_area_sqm,Remaining_lease,Dist_nearest_station,Dist_nearest_primary_school,Dist_nearest_GHawker,Dist_CBD,flat_type_category,storey_category
1526,250000.0,60.0,64,0.7805014,0.4686882,0.1394313,9.784906,flat_type_3.ROOM,storey_range_01.TO.03
1527,1000000.0,140.0,76,0.564737,0.5864979,1.008341,8.010705,flat_type_EXECUTIVE,storey_range_13.TO.15
1528,530000.0,121.0,76,1.338575,0.3841593,1.744111,10.47354,flat_type_5.ROOM,storey_range_07.TO.09
1529,455000.0,100.0,75,1.05735,0.3243932,1.696412,12.69437,flat_type_4.ROOM,storey_range_10.TO.12
1530,842000.0,120.0,53,1.929428,0.1430362,0.3045539,7.744437,flat_type_5.ROOM,storey_range_19.TO.21
1531,490000.0,93.0,94,0.1078875,0.2547768,5.337431,14.43069,flat_type_4.ROOM,storey_range_07.TO.09
1532,400000.0,101.0,77,0.4707193,0.2137499,1.824331,18.20574,flat_type_4.ROOM,storey_range_10.TO.12
1533,390000.0,102.0,62,0.7147222,0.3450014,0.2969018,16.26756,flat_type_4.ROOM,storey_range_10.TO.12
1534,360000.0,95.0,79,0.229274,0.3889202,2.10226,18.50604,flat_type_4.ROOM,storey_range_01.TO.03
1535,270000.0,67.0,55,0.9269262,0.2858038,0.2542759,9.462828,flat_type_3.ROOM,storey_range_01.TO.03
1536,520000.0,114.0,82,0.2910088,0.1925209,5.190548,14.27831,flat_type_5.ROOM,storey_range_19.TO.21
1537,433000.0,93.0,95,0.3684917,0.5948764,3.761473,15.45589,flat_type_4.ROOM,storey_range_04.TO.06
1538,743000.0,112.0,92,0.9893936,0.3771875,2.396679,11.47463,flat_type_5.ROOM,storey_range_07.TO.09
1539,477000.0,96.0,91,0.3212167,0.2916179,5.10906,14.25898,flat_type_4.ROOM,storey_range_10.TO.12
1540,655000.0,146.0,71,0.6633196,0.1785702,3.386901,14.50192,flat_type_EXECUTIVE,storey_range_04.TO.06
1541,370000.0,67.0,93,0.117003,0.1387898,4.136103,13.14367,flat_type_3.ROOM,storey_range_07.TO.09
1542,315000.0,82.0,53,0.8070531,0.4942716,0.7678221,9.804883,flat_type_4.ROOM,storey_range_04.TO.06
1543,277000.0,72.0,57,1.643224,1.348893,0.4679929,12.25672,flat_type_3.ROOM,storey_range_13.TO.15
1544,477000.0,121.0,58,0.4142151,0.763929,0.45752,10.48205,flat_type_5.ROOM,storey_range_04.TO.06
1545,318000.0,59.0,51,0.3602105,0.3999668,0.05880737,3.649754,flat_type_3.ROOM,storey_range_16.TO.18
1546,360000.0,84.0,65,1.233422,0.2086078,1.534348,10.31438,flat_type_4.ROOM,storey_range_07.TO.09
1547,565000.0,92.0,94,0.3055599,0.3340233,5.761224,14.89341,flat_type_4.ROOM,storey_range_13.TO.15
1548,440000.0,67.0,92,0.8802859,0.4469594,2.47703,11.5734,flat_type_3.ROOM,storey_range_04.TO.06
1549,290000.0,68.0,57,0.7483438,0.6305039,0.08878536,9.26435,flat_type_3.ROOM,storey_range_01.TO.03
1550,750000.0,112.0,93,0.2051361,0.2844104,3.082094,12.1995,flat_type_5.ROOM,storey_range_13.TO.15
1551,710000.0,112.0,94,0.2712272,0.2415514,5.647065,14.77932,flat_type_5.ROOM,storey_range_04.TO.06
1552,480000.0,96.0,90,1.273508,0.3645525,2.011694,15.52155,flat_type_4.ROOM,storey_range_10.TO.12
1553,475000.0,92.0,95,0.452045,0.5279918,3.7393,15.55347,flat_type_4.ROOM,storey_range_10.TO.12
1554,469888.0,93.0,94,0.2928936,0.1653032,3.803706,12.84436,flat_type_4.ROOM,storey_range_13.TO.15
1555,630000.0,112.0,94,0.1384,0.1254368,5.606997,14.72769,flat_type_5.ROOM,storey_range_04.TO.06
1556,525000.0,112.0,93,1.078697,0.5672537,1.672549,16.71679,flat_type_5.ROOM,storey_range_01.TO.03
1557,525000.0,119.0,75,1.068859,0.213063,1.651007,12.57696,flat_type_5.ROOM,storey_range_04.TO.06
1558,398000.0,82.0,54,0.998616,0.2929568,0.2072521,3.494216,flat_type_4.ROOM,storey_range_10.TO.12
1559,385000.0,67.0,94,0.2669181,0.3210893,5.810428,14.93709,flat_type_3.ROOM,storey_range_07.TO.09
1560,418000.0,67.0,93,1.281845,0.2937716,1.690262,12.07966,flat_type_3.ROOM,storey_range_13.TO.15
1561,368000.0,105.0,72,0.6149037,0.09711393,5.608701,17.20899,flat_type_4.ROOM,storey_range_01.TO.03
1562,520000.0,127.0,73,0.3191751,0.2351184,3.064085,14.44944,flat_type_5.ROOM,storey_range_04.TO.06
1563,445000.0,93.0,94,1.061694,0.4008148,1.77044,16.27668,flat_type_4.ROOM,storey_range_04.TO.06
1564,818000.0,189.0,72,0.6018162,0.162111,1.092618,18.96163,flat_type_EXECUTIVE,storey_range_04.TO.06
1565,680000.0,142.0,66,0.2382879,0.3225345,4.151701,13.79258,flat_type_EXECUTIVE,storey_range_01.TO.03
1566,285000.0,68.0,66,0.7760168,0.4322929,2.262185,14.58216,flat_type_3.ROOM,storey_range_07.TO.09
1567,350000.0,64.0,64,0.3747268,0.7696382,1.266267,8.109085,flat_type_3.ROOM,storey_range_04.TO.06
1568,345000.0,67.0,57,1.185618,1.316013,0.2590037,9.694028,flat_type_3.ROOM,storey_range_10.TO.12
1569,671888.0,120.0,79,0.6514388,0.7810422,0.5405742,9.434198,flat_type_5.ROOM,storey_range_13.TO.15
1570,415000.0,110.0,82,0.8875262,0.5690678,2.609143,18.33392,flat_type_5.ROOM,storey_range_01.TO.03
1571,775000.0,150.0,63,0.8039633,0.2047878,0.9486663,10.74155,flat_type_EXECUTIVE,storey_range_04.TO.06
1572,883000.0,95.0,95,0.1903572,1.20576,0.3539274,3.741619,flat_type_4.ROOM,storey_range_13.TO.15
1573,580000.0,110.0,79,0.2608835,0.4881496,1.299665,17.40675,flat_type_5.ROOM,storey_range_13.TO.15
1574,572000.0,127.0,71,0.3688919,0.3524373,1.32437,13.62712,flat_type_5.ROOM,storey_range_04.TO.06
1575,620000.0,86.0,93,0.216239,0.6639599,2.889443,14.58363,flat_type_4.ROOM,storey_range_07.TO.09
1576,425000.0,110.0,81,0.1515755,0.1634495,5.117699,14.28051,flat_type_5.ROOM,storey_range_16.TO.18
1577,688888.0,90.0,86,0.1525621,0.1942368,0.1509304,6.134463,flat_type_4.ROOM,storey_range_04.TO.06
1578,390000.0,106.0,71,0.4654257,0.5290791,4.254335,16.37622,flat_type_4.ROOM,storey_range_07.TO.09
1579,495000.0,110.0,83,0.1607084,0.4203881,4.223853,13.34986,flat_type_5.ROOM,storey_range_16.TO.18
1580,700000.0,113.0,94,0.06648921,0.2220795,5.736842,14.89822,flat_type_5.ROOM,storey_range_13.TO.15
1581,372000.0,103.0,76,0.9043058,0.1113277,1.891293,18.96393,flat_type_4.ROOM,storey_range_01.TO.03
1582,465000.0,93.0,94,0.26097,0.691856,3.241711,12.1675,flat_type_4.ROOM,storey_range_19.TO.21
1583,550000.0,110.0,62,0.3766697,0.5173287,1.264202,5.921187,flat_type_4.ROOM,storey_range_01.TO.03
1584,608000.0,120.0,62,0.3933173,0.5423794,0.2602445,14.31731,flat_type_5.ROOM,storey_range_19.TO.21
1585,480000.0,122.0,66,0.5626393,0.2390973,2.096897,14.58228,flat_type_5.ROOM,storey_range_07.TO.09
1586,243000.0,46.0,45,0.269885,0.5429016,0.2742779,6.222322,flat_type_2.ROOM,storey_range_04.TO.06
1587,670000.0,94.0,89,0.2593564,0.885075,1.690041,13.67424,flat_type_4.ROOM,storey_range_07.TO.09
1588,305000.0,67.0,58,0.4224449,0.2778723,0.629226,10.15251,flat_type_3.ROOM,storey_range_04.TO.06
1589,636000.0,88.0,51,0.4830347,0.5806518,0.1237892,2.242487,flat_type_3.ROOM,storey_range_04.TO.06
1590,380000.0,74.0,63,0.527598,0.2757147,1.210471,13.48194,flat_type_3.ROOM,storey_range_04.TO.06
1591,270000.0,47.0,93,1.59902,0.525225,2.350203,15.44492,flat_type_2.ROOM,storey_range_07.TO.09
1592,440000.0,122.0,77,0.2554371,0.4091427,3.263598,12.42165,flat_type_5.ROOM,storey_range_01.TO.03
1593,475000.0,92.0,95,0.5657279,0.4921867,3.61655,15.55207,flat_type_4.ROOM,storey_range_16.TO.18
1594,278000.0,60.3,45,0.5298419,0.7157847,0.352572,6.493426,flat_type_3.ROOM,storey_range_07.TO.09
1595,670000.0,112.0,93,0.1984227,0.3097754,5.97318,15.10455,flat_type_5.ROOM,storey_range_10.TO.12
1596,400000.0,105.0,78,0.6634338,0.4012331,2.206338,17.7376,flat_type_4.ROOM,storey_range_10.TO.12
1597,548000.0,60.0,92,0.5727934,0.4667194,0.7684541,10.33363,flat_type_3.ROOM,storey_range_25.TO.27
1598,480000.0,114.0,82,0.1931424,0.2779146,5.194519,14.26333,flat_type_5.ROOM,storey_range_13.TO.15
1599,380000.0,67.0,92,0.5266119,0.1435937,4.917509,14.06053,flat_type_3.ROOM,storey_range_10.TO.12
1600,880000.0,121.0,70,1.042341,0.7946338,0.5146111,8.671611,flat_type_5.ROOM,storey_range_07.TO.09
1601,288000.0,74.0,60,1.512212,1.404431,0.6219272,20.0472,flat_type_3.ROOM,storey_range_10.TO.12
1602,740000.0,96.0,90,0.7766563,0.6897668,0.4874424,9.067565,flat_type_4.ROOM,storey_range_28.TO.30
1603,365000.0,85.0,79,0.1130273,0.4276335,3.171031,12.23036,flat_type_4.ROOM,storey_range_04.TO.06
1604,705000.0,143.0,74,0.03529679,0.5183359,0.6192877,8.48258,flat_type_EXECUTIVE,storey_range_01.TO.03
1605,355000.0,68.0,93,0.2836391,0.3816696,5.331888,14.44414,flat_type_3.ROOM,storey_range_13.TO.15
1606,395000.0,104.0,67,0.1485996,0.2917345,4.997625,14.32943,flat_type_4.ROOM,storey_range_10.TO.12
1607,788000.0,95.0,78,0.2129882,0.6963951,0.1781728,4.371802,flat_type_4.ROOM,storey_range_16.TO.18
1608,668000.0,112.0,93,0.1435891,0.2129941,5.279277,14.39687,flat_type_5.ROOM,storey_range_13.TO.15
1609,300000.0,67.0,55,0.614867,0.2191879,0.2907783,10.84393,flat_type_3.ROOM,storey_range_10.TO.12
1610,499999.0,93.0,93,0.618623,0.8132368,2.484531,14.10379,flat_type_4.ROOM,storey_range_04.TO.06
1611,295000.0,63.0,48,0.07746098,0.3870036,0.3071295,6.282812,flat_type_3.ROOM,storey_range_19.TO.21
1612,418000.0,104.0,66,1.56051,0.1897974,2.311088,15.78056,flat_type_4.ROOM,storey_range_04.TO.06
1613,430000.0,110.0,81,0.1227692,0.386388,4.736584,13.82454,flat_type_5.ROOM,storey_range_01.TO.03
1614,580000.0,130.0,74,0.4648038,0.7767861,2.075706,14.43393,flat_type_5.ROOM,storey_range_04.TO.06
1615,785000.0,90.0,84,0.2733873,0.1888438,0.5957021,4.926092,flat_type_4.ROOM,storey_range_28.TO.30
1616,471000.0,68.0,95,0.2879896,0.4856828,3.474326,12.60354,flat_type_3.ROOM,storey_range_13.TO.15
1617,392000.0,104.0,66,0.2786277,0.2096187,4.390578,13.80064,flat_type_4.ROOM,storey_range_13.TO.15
1618,330000.0,65.0,54,0.7302813,0.521056,0.2588918,7.844983,flat_type_3.ROOM,storey_range_04.TO.06
1619,440088.0,103.0,67,1.171365,0.3720329,2.886701,15.06481,flat_type_4.ROOM,storey_range_13.TO.15
1620,695888.0,149.0,74,0.7836118,0.09664238,2.022474,14.39304,flat_type_EXECUTIVE,storey_range_07.TO.09
1621,518000.0,132.0,63,0.4707356,0.2083514,0.7339153,13.06497,flat_type_5.ROOM,storey_range_07.TO.09
1622,230000.0,56.0,47,0.3316739,0.6967714,0.3027378,6.040806,flat_type_3.ROOM,storey_range_04.TO.06
1623,397000.0,93.0,82,0.4398304,0.1167694,2.783973,11.91422,flat_type_4.ROOM,storey_range_19.TO.21
1624,438888.0,93.0,92,0.3329577,0.3103508,3.508935,12.60728,flat_type_4.ROOM,storey_range_13.TO.15
1625,490000.0,122.0,64,0.4830267,0.1820953,2.049294,13.46796,flat_type_5.ROOM,storey_range_07.TO.09
1626,490000.0,85.0,81,0.39922,0.3993294,0.3926173,2.788866,flat_type_4.ROOM,storey_range_01.TO.03
1627,705000.0,105.0,92,0.4214819,0.09358851,0.6122362,9.685122,flat_type_5.ROOM,storey_range_01.TO.03
1628,480000.0,92.0,93,0.8276007,0.2806013,1.999664,18.20027,flat_type_4.ROOM,storey_range_01.TO.03
1629,479000.0,90.0,94,0.1656864,0.1324401,5.759679,14.83252,flat_type_4.ROOM,storey_range_16.TO.18
1630,280000.0,68.0,58,0.8984752,0.654341,0.3828002,9.737196,flat_type_3.ROOM,storey_range_04.TO.06
1631,478000.0,90.0,84,0.1169673,0.1749316,2.959988,12.12192,flat_type_4.ROOM,storey_range_07.TO.09
1632,760000.0,143.0,62,0.7797738,0.4095709,0.5148857,9.998141,flat_type_EXECUTIVE,storey_range_13.TO.15
1633,608000.0,149.0,63,0.4903053,0.142528,1.821849,12.93073,flat_type_EXECUTIVE,storey_range_04.TO.06
1634,475000.0,94.0,90,0.2564216,0.2840669,5.454607,14.6172,flat_type_4.ROOM,storey_range_13.TO.15
1635,591500.0,115.0,83,0.3967482,0.412482,2.63818,14.02634,flat_type_5.ROOM,storey_range_16.TO.18
1636,468000.0,113.0,76,0.2746888,0.2354559,6.039823,16.8369,flat_type_4.ROOM,storey_range_04.TO.06
1637,538888.0,120.0,75,1.140301,0.2874624,1.759774,12.6592,flat_type_5.ROOM,storey_range_10.TO.12
1638,505000.0,104.0,66,0.609885,0.3813462,0.8188231,12.34177,flat_type_4.ROOM,storey_range_01.TO.03
1639,448000.0,105.0,78,0.3332209,0.1121089,2.889126,18.04336,flat_type_4.ROOM,storey_range_04.TO.06
1640,488000.0,105.0,62,0.6454621,0.3004994,0.8690407,12.26423,flat_type_4.ROOM,storey_range_10.TO.12
1641,360000.0,93.0,60,0.6455186,0.1783153,1.286788,10.32373,flat_type_4.ROOM,storey_range_01.TO.03
1642,438000.0,103.0,66,0.7874551,0.2635039,0.6001794,16.97364,flat_type_4.ROOM,storey_range_07.TO.09
1643,760000.0,142.0,62,0.3861529,0.2351693,0.2639923,9.252547,flat_type_5.ROOM,storey_range_07.TO.09
1644,358000.0,95.0,61,1.023661,0.1373123,0.4320315,13.86928,flat_type_4.ROOM,storey_range_04.TO.06
1645,370000.0,64.0,92,0.6655337,0.1264094,0.3346803,15.06266,flat_type_3.ROOM,storey_range_04.TO.06
1646,390000.0,74.0,62,0.2580281,0.4809092,1.318129,5.828552,flat_type_3.ROOM,storey_range_01.TO.03
1647,645000.0,146.0,65,1.259761,0.2488052,1.584376,10.35063,flat_type_EXECUTIVE,storey_range_01.TO.03
1648,743000.0,145.0,71,0.6162115,0.4123965,1.074327,7.821195,flat_type_EXECUTIVE,storey_range_13.TO.15
1649,255000.0,56.0,49,0.5723186,0.7313205,0.2703172,2.192995,flat_type_3.ROOM,storey_range_01.TO.03
1650,510000.0,100.0,76,0.279234,0.2844163,5.902075,16.96959,flat_type_4.ROOM,storey_range_13.TO.15
1651,400000.0,68.0,59,0.2317486,0.6928797,0.4319555,2.912189,flat_type_3.ROOM,storey_range_10.TO.12
1652,825000.0,92.0,91,0.4610697,0.8725533,0.3362704,7.727711,flat_type_4.ROOM,storey_range_25.TO.27
1653,285000.0,67.0,55,1.127149,0.4213048,0.1927564,9.123822,flat_type_3.ROOM,storey_range_01.TO.03
1654,528000.0,111.0,79,0.1355508,0.3996378,5.460993,15.03111,flat_type_5.ROOM,storey_range_16.TO.18
1655,433000.0,115.0,78,0.3926712,0.1817659,4.452691,13.61413,flat_type_5.ROOM,storey_range_07.TO.09
1656,290000.0,67.0,55,0.6080213,0.2479328,0.2777557,10.91337,flat_type_3.ROOM,storey_range_07.TO.09
1657,525000.0,121.0,66,0.4389611,0.3371346,1.080183,13.38221,flat_type_5.ROOM,storey_range_01.TO.03
1658,500000.0,104.0,75,0.165097,0.5177953,1.079059,13.22927,flat_type_4.ROOM,storey_range_04.TO.06
1659,625000.0,112.0,94,0.2669181,0.3210893,5.810428,14.93709,flat_type_5.ROOM,storey_range_04.TO.06
1660,838000.0,98.0,89,0.6823739,0.5165734,0.9174706,4.52173,flat_type_4.ROOM,storey_range_25.TO.27
1661,520000.0,100.0,76,0.1439464,0.4913972,4.390641,14.09404,flat_type_4.ROOM,storey_range_16.TO.18
1662,475000.0,93.0,95,0.7804385,0.5579859,3.395424,15.50651,flat_type_4.ROOM,storey_range_16.TO.18
1663,283000.0,67.0,48,0.7815823,0.2704432,0.1925429,5.633063,flat_type_3.ROOM,storey_range_04.TO.06
1664,1165000.0,105.0,89,0.5073433,0.1485943,0.2419835,1.47722,flat_type_5.ROOM,storey_range_34.TO.36
1665,469000.0,93.0,90,0.124844,0.2751972,5.603636,14.76601,flat_type_4.ROOM,storey_range_16.TO.18
1666,563000.0,144.0,74,1.669813,1.118517,0.5964679,15.17755,flat_type_EXECUTIVE,storey_range_01.TO.03
1667,365000.0,84.0,64,0.8649696,0.2898087,1.158308,10.17211,flat_type_4.ROOM,storey_range_07.TO.09
1668,380000.0,67.0,56,0.4788022,0.1342742,0.1349389,4.866354,flat_type_3.ROOM,storey_range_04.TO.06
1669,800000.0,83.0,94,0.7473332,0.5614092,1.052029,4.489666,flat_type_4.ROOM,storey_range_16.TO.18
1670,528000.0,122.0,63,0.4492732,0.2601326,1.071938,7.679289,flat_type_5.ROOM,storey_range_01.TO.03
1671,435000.0,92.0,95,0.4761487,0.5706968,3.684038,15.49564,flat_type_4.ROOM,storey_range_01.TO.03
1672,230000.0,60.0,45,0.5166475,0.7957833,0.3336009,6.548202,flat_type_3.ROOM,storey_range_01.TO.03
1673,440000.0,109.0,79,0.2267386,0.09330803,4.378575,13.52952,flat_type_5.ROOM,storey_range_10.TO.12
1674,525000.0,112.0,93,0.8503427,0.1473765,2.868713,18.98378,flat_type_5.ROOM,storey_range_10.TO.12
1675,513000.0,93.0,95,0.1625848,0.2572053,5.597574,14.68659,flat_type_4.ROOM,storey_range_04.TO.06
1676,338000.0,70.0,63,0.4785068,0.8148498,1.277475,8.207222,flat_type_3.ROOM,storey_range_01.TO.03
1677,363000.0,90.0,64,0.9393089,0.2383292,1.175478,10.15043,flat_type_4.ROOM,storey_range_01.TO.03
1678,290000.0,67.0,63,0.5932025,0.6319276,0.9727144,18.58306,flat_type_3.ROOM,storey_range_04.TO.06
1679,545000.0,103.0,75,1.004287,0.5673458,0.4212353,4.7428,flat_type_4.ROOM,storey_range_07.TO.09
1680,470000.0,93.0,90,0.1115309,0.2996642,5.590383,14.75379,flat_type_4.ROOM,storey_range_07.TO.09
1681,363000.0,67.0,62,0.608317,0.3911492,0.6132781,4.683573,flat_type_3.ROOM,storey_range_10.TO.12
1682,375000.0,90.0,81,0.7307478,0.5909894,5.405655,17.12515,flat_type_4.ROOM,storey_range_04.TO.06
1683,650000.0,119.0,57,0.9336737,0.4003933,0.4404476,2.526203,flat_type_5.ROOM,storey_range_25.TO.27
1684,698888.0,143.0,70,0.5896236,0.4191995,2.32942,11.40977,flat_type_EXECUTIVE,storey_range_13.TO.15
1685,370000.0,65.0,53,2.042901,0.2462593,0.5273274,7.048505,flat_type_3.ROOM,storey_range_10.TO.12
1686,550000.0,73.0,91,0.8136478,0.7537996,0.4598257,9.39995,flat_type_3.ROOM,storey_range_07.TO.09
1687,465000.0,92.0,95,0.4723358,0.4694712,3.710623,15.59562,flat_type_4.ROOM,storey_range_10.TO.12
1688,828000.0,101.0,77,0.2119083,0.4086676,0.5955443,5.441453,flat_type_4.ROOM,storey_range_28.TO.30
1689,395000.0,91.0,62,0.7541536,0.3507488,0.801801,8.391125,flat_type_4.ROOM,storey_range_01.TO.03
1690,325000.0,68.0,57,0.4349102,0.437974,0.3825546,9.865483,flat_type_3.ROOM,storey_range_04.TO.06
1691,380000.0,100.0,75,0.197802,0.4776528,6.099126,17.27955,flat_type_4.ROOM,storey_range_01.TO.03
1692,405000.0,103.0,67,0.2344273,0.1698006,4.018228,13.58299,flat_type_4.ROOM,storey_range_10.TO.12
1693,568888.0,92.0,94,0.1384,0.1254368,5.606997,14.72769,flat_type_4.ROOM,storey_range_16.TO.18
1694,520000.0,110.0,79,0.2795011,0.1309347,4.011365,13.15559,flat_type_5.ROOM,storey_range_04.TO.06
1695,500000.0,126.0,63,0.4270877,0.101264,0.5312775,16.6267,flat_type_5.ROOM,storey_range_07.TO.09
1696,788000.0,110.0,84,0.3184663,0.2665382,0.5938596,4.898285,flat_type_5.ROOM,storey_range_01.TO.03
1697,388888.0,83.0,60,0.5561817,0.2787768,0.5362394,14.16384,flat_type_3.ROOM,storey_range_16.TO.18
1698,460000.0,92.0,93,0.2446309,0.2335382,4.037981,13.10408,flat_type_4.ROOM,storey_range_04.TO.06
1699,535888.0,122.0,66,0.5216228,0.3370723,0.6936565,7.137819,flat_type_5.ROOM,storey_range_07.TO.09
1700,480000.0,122.0,77,0.3037479,0.3540365,3.335215,12.49808,flat_type_5.ROOM,storey_range_07.TO.09
1701,540000.0,93.0,94,0.18127,0.1033179,5.748762,14.90646,flat_type_4.ROOM,storey_range_16.TO.18
1702,630000.0,110.0,79,0.325375,0.4875185,4.701928,14.36456,flat_type_5.ROOM,storey_range_10.TO.12
1703,275000.0,60.0,64,1.281062,0.2340604,0.3136076,10.11529,flat_type_3.ROOM,storey_range_07.TO.09
1704,308000.0,67.0,58,0.6997685,0.5494935,0.8604703,10.24226,flat_type_3.ROOM,storey_range_04.TO.06
1705,658000.0,113.0,93,0.2515558,0.5490276,2.841501,14.43122,flat_type_5.ROOM,storey_range_07.TO.09
1706,580888.0,104.0,62,0.4049524,0.3256666,1.061827,5.780436,flat_type_4.ROOM,storey_range_07.TO.09
1707,265000.0,68.0,58,0.7055096,0.3578887,0.1472297,9.987122,flat_type_3.ROOM,storey_range_04.TO.06
1708,455000.0,110.0,86,0.7552867,0.4078117,1.044647,17.764,flat_type_5.ROOM,storey_range_07.TO.09
1709,625000.0,112.0,95,0.3554149,0.2868812,4.89764,13.99995,flat_type_5.ROOM,storey_range_13.TO.15
1710,650000.0,127.0,71,1.204021,0.305423,0.05319388,9.226165,flat_type_5.ROOM,storey_range_07.TO.09
1711,400000.0,91.0,57,0.4099313,0.2573757,0.2965523,9.568476,flat_type_4.ROOM,storey_range_04.TO.06
1712,300000.0,68.0,58,0.4188451,0.2738663,0.1429235,10.94558,flat_type_3.ROOM,storey_range_07.TO.09
1713,475000.0,95.0,93,0.1628353,0.3890936,4.389415,13.39288,flat_type_4.ROOM,storey_range_10.TO.12
1714,365000.0,105.0,74,0.7146327,0.3763141,1.573104,19.07829,flat_type_4.ROOM,storey_range_04.TO.06
1715,410000.0,122.0,66,0.8920479,0.4471093,2.353859,18.91206,flat_type_5.ROOM,storey_range_07.TO.09
1716,380000.0,91.0,63,2.025343,0.5202289,0.8667603,9.873433,flat_type_4.ROOM,storey_range_01.TO.03
1717,275000.0,47.0,94,0.149476,0.3718835,5.254349,14.33694,flat_type_2.ROOM,storey_range_13.TO.15
1718,440000.0,92.0,93,0.2094919,0.3391682,3.397435,12.39491,flat_type_4.ROOM,storey_range_10.TO.12
1719,720000.0,121.0,63,0.2886344,0.7981845,0.2071838,7.579362,flat_type_5.ROOM,storey_range_01.TO.03
1720,500000.0,93.0,94,0.06648921,0.2220795,5.736842,14.89822,flat_type_4.ROOM,storey_range_10.TO.12
1721,370000.0,101.0,77,0.9676404,0.4322912,3.457404,16.21159,flat_type_4.ROOM,storey_range_10.TO.12
1722,780000.0,149.0,62,0.765848,0.5196149,0.6440745,10.12552,flat_type_5.ROOM,storey_range_04.TO.06
1723,262000.0,63.0,61,0.699772,0.3024888,0.1995506,5.957085,flat_type_3.ROOM,storey_range_07.TO.09
1724,250000.0,47.0,92,1.162507,0.3162043,0.6182063,17.41658,flat_type_2.ROOM,storey_range_04.TO.06
1725,820000.0,110.0,84,0.2733873,0.1888438,0.5957021,4.926092,flat_type_5.ROOM,storey_range_10.TO.12
1726,475000.0,93.0,94,0.1351622,0.3872101,5.207456,14.29357,flat_type_4.ROOM,storey_range_07.TO.09
1727,455000.0,122.0,66,0.2177572,0.1697435,4.525356,13.89722,flat_type_5.ROOM,storey_range_01.TO.03
1728,295000.0,67.0,63,0.441005,0.1559332,0.4955959,8.345418,flat_type_3.ROOM,storey_range_04.TO.06
1729,710000.0,121.0,62,0.2512334,0.8184183,0.223368,7.540873,flat_type_5.ROOM,storey_range_10.TO.12
1730,515000.0,120.0,76,1.34666,0.157689,2.008893,10.79884,flat_type_5.ROOM,storey_range_13.TO.15
1731,460000.0,90.0,93,0.3126706,0.3152989,5.997783,15.15874,flat_type_4.ROOM,storey_range_16.TO.18
1732,423000.0,65.0,53,0.4121697,1.263953,0.1460047,7.047584,flat_type_3.ROOM,storey_range_13.TO.15
1733,435000.0,93.0,94,1.169526,0.4769664,2.232123,14.88266,flat_type_4.ROOM,storey_range_07.TO.09
1734,405000.0,104.0,66,0.468526,0.2346759,1.985572,14.6828,flat_type_4.ROOM,storey_range_04.TO.06
1735,670000.0,114.0,54,0.6702144,0.606345,0.1658496,10.00958,flat_type_5.ROOM,storey_range_07.TO.09
1736,210000.0,59.0,56,0.8820145,0.3516826,0.233818,17.02561,flat_type_3.ROOM,storey_range_01.TO.03
1737,272000.0,60.0,62,1.971488,0.600676,0.7510127,9.745502,flat_type_3.ROOM,storey_range_10.TO.12
1738,492000.0,93.0,95,0.6845987,0.1843514,1.804823,18.31581,flat_type_4.ROOM,storey_range_07.TO.09
1739,480000.0,62.0,82,0.3114,0.1847643,0.5514224,2.987947,flat_type_3.ROOM,storey_range_22.TO.24
1740,685000.0,120.0,53,1.849247,0.2206387,0.1296781,7.484104,flat_type_5.ROOM,storey_range_07.TO.09
1741,505000.0,90.0,63,0.4987936,0.4698021,1.127304,7.901443,flat_type_4.ROOM,storey_range_04.TO.06
1742,285000.0,65.0,52,0.8656806,0.3833337,0.1867219,4.168644,flat_type_3.ROOM,storey_range_07.TO.09
1743,300000.0,59.0,52,0.4440994,0.7850144,0.394357,6.532609,flat_type_3.ROOM,storey_range_07.TO.09
1744,300000.0,68.0,62,0.8190283,0.2983902,0.4078376,16.16838,flat_type_3.ROOM,storey_range_07.TO.09
1745,470000.0,92.0,94,0.8157079,0.2969126,1.015902,10.03557,flat_type_4.ROOM,storey_range_04.TO.06
1746,438000.0,92.0,93,0.2870935,0.3578087,3.52836,12.54207,flat_type_4.ROOM,storey_range_04.TO.06
1747,420000.0,104.0,61,0.3578225,0.5014188,1.254497,13.29958,flat_type_4.ROOM,storey_range_04.TO.06
1748,605000.0,147.0,71,1.453184,0.2036578,3.056809,15.34052,flat_type_EXECUTIVE,storey_range_01.TO.03
1749,545000.0,111.0,93,0.1337918,0.3875983,4.369057,13.35034,flat_type_5.ROOM,storey_range_01.TO.03
1750,505000.0,118.0,59,1.098016,0.7973785,0.4817865,10.0005,flat_type_5.ROOM,storey_range_10.TO.12
1751,588000.0,94.0,88,0.5515186,0.3533176,0.2686871,10.31327,flat_type_4.ROOM,storey_range_04.TO.06
1752,430000.0,92.0,93,0.2953075,0.116995,5.604408,14.93572,flat_type_4.ROOM,storey_range_07.TO.09
1753,285000.0,61.0,64,0.05483296,0.4118662,0.4265445,9.225959,flat_type_3.ROOM,storey_range_04.TO.06
1754,628000.0,92.0,95,0.2444126,0.3091738,3.610798,12.72172,flat_type_4.ROOM,storey_range_16.TO.18
1755,845000.0,119.0,80,1.148157,0.3830916,0.3288183,3.398095,flat_type_5.ROOM,storey_range_22.TO.24
1756,300000.0,67.0,63,0.6502817,0.3176552,0.7066936,8.11806,flat_type_3.ROOM,storey_range_07.TO.09
